lang;term;sentence;IS_VALID_LOAN;OTHER_LOANS;NOTES;category;type;source_page
eu;fase;Fase bat sistema kimiko baten egoera-multzo bat da, egitura-propietate antzekoak dituena zenbait baldintzatan, hala nola presioan edo tenperaturan.;;;;established;wiktionary_es;Kimika
eu;kolera;Kolera ur eta janari kutsatuen bidez transmititzen da.;;;;established;wiktionary_es;Vibrio cholerae
eu;potentzia;Energia-moten aldaketak eta potentzia Energia kontzeptua lotuta dago era desberdinetako fenomeno fisikoei, eta aldaketak gertatzean, energiaren izaera bera ere aldatu egiten da.;;;;established;wiktionary_es;Potentzia
eu;komunismo;Hala ere, ezin izan zuten komunismo anarkistaren tesietan oinarrituta zegoen euren kooperatiben plana ezarri, militarren aurka galdu zutelako.;;;;established;wiktionary_es;Komunismo libertario
eu;abolizionista;"Abolizionista, ateoa, feminista, sufragista Laster hasi zen Ernestine gehien interesatzen zitzaizki0n gaiei buruzko hitzaldiak egiten, ""Filòsters Moraleseko"" elkartearekin bat egin zuen eta estatu desberdinetara bidaiatu zuen bere arrazoiak defendatzeko: esklabotza indargabetzea, erlijio-tolerantzia, hezkuntza publikoa eta emakumeen berdintasuna.";;;;established;wiktionary_es;Ernestine Rose
eu;politiko;Hala eta guztiz ere, Lehen Internazionalari esker, bereziki Europako langileek kontzeptu politiko berdinak erabiltzen hasi ziren, eta horrekin batera, hainbat herrialdetan langileen alderdi eta sindikatu nazionalak sortu ziren.;;;;established;wiktionary_es;Sozialismo
eu;pelikula;"""The Silence of the Lambs"" filmak eskuratu zituen 5 Oscar Sari, tartean pelikula onenarena.";;;;established;wiktionary_es;1990eko hamarkada
eu;helikoptero;Txornobaivkako hurrengo gertaera martxoaren 7an gertatu zen, Ukrainako Armadak aireportuan zeuden Errusiaren 30 helikoptero militar suntsitzea aldarrikatu zuenean, bai eta Errusiaren ekipamendu eta eskulana erasotzea ere.;;;;established;wiktionary_es;Txornobaivkako erasoak
eu;abisal;Abisal edo zona abisopelagikoa izena hartzen duena, ozeanoa banatua dagoen mailetako bat da, bere sakoneraren arabera.;;;;established;wiktionary_es;Abisal
eu;aristokrazia;Aristotelen iritziz, aristokrazia ez zen monarkia (bakar baten gobernua) eta demokrazia (herriaren gobernua) bezalakoa.;;;;established;wiktionary_es;Aristokrazia
eu;abant;"Zelai horretan bertan, beste partida gogoangarri bat jokatu zen 1985eko azaroaren 2an, Los Pumas-ek All Blacksen aurka berdintzea lortu baitzuten (21-21); beti ere, irabazteko aukera bikaina galdu zuten, azken jokaldian Ernesto Urek abant egin baitzuen, argentinar melea Zeelanda Berriko entsegu-eremuan sartzen ari zelarik.";;;;established;wiktionary_fr;Argentinako errugbi selekzioa
eu;militarismo;Ikus, gainera Militarismo;;;;established;wiktionary_es;Militar (argipena)
eu;dekoratibo;Otsailaren 15a – Owen Jones, britainiar arkitekto, artista dekoratibo, idazle eta hezitzailea, kromolitografian aitzindaria (h.;;;;established;wiktionary_es;1809
eu;stream;Azpiegitura Nord Stream 2 gasbideak, Nord Stream 1ek bezala, Errusia eta Alemania lotzen zituen, baina ez zuen funtzionatzen Errusiaren eta Europar Batasunaren arteko liskarrengatik, Ukrainako inbasioari buruzko tentsioen testuinguruan.;;;;new;noun_raw;Nord Stream gasbideko sabotajea (2022)
eu;linkak;"Kanpo linkak ""Young Muslims Build a Subculture on an Underground Book"", New York Times, 2008 Abendua ""Islamic Street Preachers: From Boston to Lahore & Beyond"", Guardian, 2007 Apirila Kim Badawiren argazkiak Taqwacoreari buruz, Pangea Magazine The Taqwacores (liburua) Autonomedia-ko webgunea ""Muhammad Rocked the Casbah by Lydia Craft"", ""Texas Observer""   == Kanpo estekak ==";;;;new;noun_integrated_pl;Taqwacore
eu;hardware;Ikus, gainera Ordenagailu Firmware Informatika Software  Kanpo estekak Kernelaren Mundu Liluragarria (Ingelesez)Hardwareari buruzko ehundaka artikulu (Gaztelaniaz)Ordenagailu baten Hardwareari buruzko artikulua (Gaztelaniaz)Hardware Grafikoa;;;;new;noun_raw;Hardware
eu;txekak;Adibidez, Petrogradoko Txekak 512 pertsona exekutatu zituen egun gutxitan.;;;;new;noun_integrated_pl;Vladimir Lenin
eu;klikak;Tolerantzia espaziala: Sagua zenbat mugi daitekeen klikak arrastatze bihurtu gabe.;;;;new;noun_integrated_pl;Klik
eu;trollak;Maitagarri-ipuina Europako folklorean zenbait pertsonaia jakin dituzten ipuinak dira, batez ere maitagarriak, iratxoak, elfoak, sorginak, adarbakarrak, erraldoiak, laminak, uhandreak, trollak, gnomoak, animalia hiztunak, sorginkeria eta abar.;;;;new;noun_integrated_pl;Maitagarri-ipuin
eu;link;LMP Link Management Protocol Esteken kontrolaren protokoloa bi gailuen arteko irratiaren lotura konfiguratzeko eta kontrolatzeko erabiltzen da.;;;;new;noun_raw;Bluetooth
eu;txata;Badu ere txata alboko leiho batean zuzeneko komunikazioa izateko.;;;;new;noun_integrated_sg;Etherpad
eu;posta;Minitelek ekarri zuen posta elektronikoarekin eta horrelakoetan idazteko estiloa ahozkotik hurbilagokoa dela ohiko gutunetatik baino hizkuntzen irakaskuntzan integratzeko aukerak ere zabaldu zituen.;;;;new;noun_integrated_sg;Internet
eu;klik egin;Bilatu nahi dena aukeratutakoan, haren estekan klik egin behar da, ikusteko.;;;;new;verb_light_construction;YouTube
eu;server;Zerbitzari handietan eta superkonpugailuetan 2000ko hamarkadan lerro berezitu bat garatzen hasi zen, Windows Server izenarekin, baina ez da nagusitzera heldu, Unix moduko sistemak eta Linux segmentu horretako liderrak dira-eta.;;;;new;noun_raw;Microsoft Windows
eu;txeka;Txeka ezinbestekoa izan zen, britainiar zerbitzu sekretuen konspirazio militarrak antzeman baitzituen.;;;;new;noun_integrated_sg;Feliks Dzerzhinski
eu;bota;Sistema horrekin botatako poltsak ezin dira bota eta gero berreskuratu.;;;;new;noun_integrated_sg;Birziklatze
eu;servera;"(1966) Elena Gómez Servera, kirol gimnasiako munduko txapelduna (1985) Francisco Javier Muñoz Llompart ""Xisco"", futbolaria (1980) Albert Riera, futbolaria (1982)  Ikus, gainera Balear Uharteetako udalerrien zerrenda  Kanpo estekak (Katalanez) Udalaren webgunea.";;;;new;noun_integrated_sg;Manacor
eu;softwarea;Ertain neurriko softwarea garatzeko, ohikoa da tartean lanean ari diren giza taldeek metodologia propioak aplikatzea, normalean aurreko prozesuen hibridoa eta batzuetan irizpide propioekin.;;;;new;noun_integrated_sg;Software
eu;app;Izan ere, Steve Jobsek gutun ireki bat idatzi zuen Flash kritikatuz, segurtasun arazoak zituela, akats ugari sortzen zituela, bateria asko kontsumitzen zuela, ukipen anitzeko interfazeekin bateragarria ez zela eta App Store zerbitzuaren funtzionamenduan interferentziak eragiten zituela argudiatuz.;;;;new;noun_raw;IOS
eu;forward;Nolanahi ere, Hollywoodeko film ezagunetan agertu da: Seven, Pay It Forward, The Usual Suspects, L.A.;;;;new;noun_raw;Kevin Spacey
eu;botak;Botak Material plastiko berezi eta berritzaileenekin eginak, beste diziplina batzuetan baino gogorragoak izaten dira, eskiatzailearen eta eskiaren artean ahalik eta transferentziarik onena lortzea eta abiadura oso handiak jasatea baitute helburu.;;;;new;noun_integrated_pl;Alpetar eski
eu;pixelak;Bestalde, aplikazio grafiko askok paralelotasun maila handia dute berez, haien kalkulu-unitate nagusiak (erpinak eta pixelak) guztiz independenteak baitira.;;;;new;noun_integrated_pl;Grafikoak prozesatzeko unitate
eu;scroll;Korritze-barra informatikan erabiltzen diren zenbait kontrol grafiko sistemei esaten zaie, scroll edo korritze ariketa egiteko balio dutenak.;;;;new;noun_raw;Korritze-barra
eu;usera;Almendrales, Espainiako Madril hiriburuko auzo bat da, Usera barrutian.;;;;new;noun_integrated_sg;Almendrales
eu;hakak;2005ekoa, FC Hakak irabazitako azkeneko txapelketa izan da .;;;;new;noun_integrated_pl;FC Haka Valkeakoski
eu;pixela;Joera hori antzekoa da herrialde gehienetan, ohiko kamuflaje basoa edo pixela erabiliz, nahiz eta kamuflajearen kolorea eta beste elementu batzuk aldatzen doazen herrialde batek bere soldaduak erabiliko lituzkeen geografiaren arabera, hau da, herrialde batek defentsa nazionaleko politika disuasiboa edo ofentsiboa duen (herrialdea bere arerioa erasotzen duena izango den edo soilik defendatuko den).;;;;new;noun_integrated_sg;Uniforme militar
eu;taga;Taga, graffitilarien ezizena erabiltzen duen sinadura da.;;;;new;noun_integrated_sg;Tag
eu;appa;2022an Appa Hi!, hika ikasteko Oñatin sortu zuen aplikaziorako marrazkiak egin zituen.;;;;new;noun_integrated_sg;Mirari Sagarzazu
eu;software;Software librearen lau askatasunak, software librearen erabiltzaileen lau eskubideak Softwarea librea dela esan ohi da hurrengo lau eskubide hauek betetzen dituenean:  helburua edozein dela ere exekutatu ahal izatea (pribatua, hezkuntza, publikoa, komertziala, eta abar).;;;;new;noun_raw;Software libre
eu;reset;"Reset (R): linea hau aktibatzeak biegonkorraren irteera zuzena (Q) maila baxuan jartzen du; hau da, 0 balioa ematen dio.";;;;new;noun_raw;Biegonkor
eu;buga;Gaur egun Sunu Buga Buga Growing in Gambia erakundearekin kolaboratzen jarraitzen du.;;;;new;noun_integrated_sg;Yerai Diaz Ikaran
eu;trolla;Kanpo estekak Trollmoon - Eskandinaviar Trolla Arte eta Folklorean (Ingelesez) Trollei buruzko artikulu eta kontakizunak dituen Norvegiako webgunea (Ingelesez);;;;new;noun_integrated_sg;Troll
eu;appak;APPak erabilgarria izateari uzten dionean, eta degradatu eta birziklatu behar denean, alfa sekretasa eta gamma sekretasa entzimek mozten dute.;;;;new;noun_integrated_pl;LRP3
eu;tuita;Tuita fosfato motako minerala da eta whitlockita taldearen kidea da.;;;;new;noun_integrated_sg;Tuita
eu;spoiler;"2019ko abenduan ""Spoiler Re-play"" kaleratu zuen, bere lehen diskoaren edizio berezi bat.";;;;new;noun_raw;Aitana Ocaña
eu;linka;Love & Death estatubatuar telesail dramatikoa da, Lesli Linka Glatterrek eta Clark Johnsonek HBO Maxerako sortua.;;;;new;noun_integrated_sg;Love & Death
eu;chat;"Txat hitzak (Ingeleseko to chat aditzetik eratorria) ""berbatan/hizketan ari"" esan nahi du.";;;;new;noun_raw;Txat
eu;interface;API (inglelesez application programming interface - aplikazioak programatzeko interfazea) software funtzioak edo metodoak (objektuei orientatutako programazioari baderitzogu) multzoa da, beste software mailei liburutegi bezala erabiltzeko.;;;;new;noun_raw;API
eu;download;Lan egiteko dituen erak download & delete (jaitsi eta ezabatu) eta download & keep (jaitsi eta mantendu) dira.;;;;new;noun_raw;POP
eu;klikatzen;Ezpainetako herpesa honela iragar daiteke kaltetutako eremuan:  Inurridura Azkura Erretzen Klikatzen Tentsio-sentsazioa Hoztea Larruazala gorritzea Gongoil linfatikoen hantura Hasierako infekzioan, sintoma ez-espezifikoak ere ager daitezke, hala nola sukarra, nekea, nerbio-minak edo zefaleak.;;;;new;verb_habitual;Ezpain herpes
eu;bug;Hegoaldeko Bug ibaiaren batez besteko emariak (m³/s) Aleksandrovkan (Ukraina) neurtuakDatuak: 1965 eta 1984 artean  Erreferentziak   == Kanpo estekak ==;;;;new;noun_raw;Hegoaldeko Bug
eu;like;Marilyn Monroek, Some Like It Hot filmean Wilder eta Lemonekin lan egin ostean, The Apartment-en ere agertu nahi izan zuen, baina azkenean ez zuen beretzako paperik eskuratu ahal izan.;;;;new;noun_raw;The Apartment
eu;post;Indie rocka nahiz indie popa Eskoziako Orange Juice eta Aztec Camera bezalako post punk taldeetatik garatu zen, shambling gitarrak eta letra zorrotzak erabiliz.;;;;new;noun_raw;Rock alternatibo
eu;haka;Haka zeremonia- edo erronka-dantza maoria da.;;;;new;noun_integrated_sg;Haka
eu;tweet;Inteleraz sweetie (gozoa) eta tweet (txio) hitzen nahasketa bat da.;;;;new;noun_raw;Tweety
eu;update;2017ko irailaren 20an, Better Together Update eguneratzeari esker, Bedrock Edizioa Xbox One, Windows 10 eta plataforma mugikorrak erabiliz modu gurutzatuan jokatzeko aukera eskaini zen.;;;;new;noun_raw;Minecraft
eu;hack;Margherita Hack racconta Tolomeo e Copernico.;;;;new;noun_raw;Margherita Hack
eu;formata;Bracciolini letra kaligrafiko lettera antica formata edo humanistikoa-ren sortzaile nagusitzat hartzen da, notario gisa eta Aita Santuaren idazkaritzaren bidez hedatu zuena eta XV.;;;;new;noun_integrated_sg;Gian Francesco Poggio Bracciolini
eu;user;NetBEUI (NetBIOS Extended User Interface) Microsoft Windows-eko Lan Manager eta Windows 95 sistema eragiletan sareak osatzeko sare geruzako protokolo soila da.;;;;new;noun_raw;NetBEUI
eu;formatatu;Anje Duhalde, El fuego taldeko bateria-jolea: “Ez naiz produktu formatatu bat” Elkarrizketa Argia astekarian (2007-04-22);;;;new;verb_morph_integrated;Anje Duhalde
eu;scan;"1080 zenbakiak bereizmen bertikalean dauden 1080 lerroak adierazten ditu, aldiz, p hizkiak progressive scan (""eskaneatze progresiboa"") ingelesezko izendapenaren laburdura da.";;;;new;noun_raw;1080p
eu;bot;Bot Kataluniako udalerria da, Terra Alta eskualdean eta Tarragonako probintzian kokatua.;;;;new;noun_raw;Bot (Katalunia)
eu;hardwareak;Bi kasuetan, hardwareak beste operatze sistema batzuen funtzionamendua ahalbidetzen du: egungo Macak, PCak bezala, Linux, FreeBSD eta Windows bezalako operatze sistemak onartzen ditu (azkena, Applen Boot Camp softwarea edo Parallels Desktop edo VMWare Fusion bezalako beste birtualizazio software batzuei esker).;;;;new;noun_integrated_pl;Macintosh
el;λιδοκαΐνη;Η λιδοκαΐνη είναι αντιαρρυθμικό φάρμακο του τύπου κατηγορίας Ib.;;;;established;wiktionary_en;Λιδοκαΐνη
el;παντζούρι;Προσφέρουν μεγάλη ασφάλεια και καλή μόνωση, ενώ μπορούν να δεχτούν τζάμι, παντζούρι ή ρολό.;;;;established;wiktionary_fr;Κούφωμα
el;βιτρίνα;Ο Αλήτης συμβαίνει να βρίσκεται δίπλα στο μαγαζί, όταν το κορίτσι τακτοποιεί λουλούδια στη βιτρίνα.;;;;established;wiktionary_fr;Τα Φώτα της Πόλης
el;ψυχολόγος;Καθώς η επιστήμη της Ψυχολογίας δεν είναι ένα ενιαίο αντικείμενο αλλά διακρίνεται σε επιμέρους κλάδους, ένας ψυχολόγος ο οποίος έχει ολοκληρώσει μεταπτυχιακή εκπαίδευση συνήθως χαρακτηρίζεται βάσει της ειδικότητας στην οποία εκπαιδεύτηκε όπως για παράδειγμα κλινικός ψυχολόγος, σχολικός ψυχολόγος, συμβουλευτικός ψυχολόγος (βλ.;;;;established;wiktionary_fr;Ψυχολόγος
el;Τζόνσον;Ωστόσο η Κάλλας απέρριψε την πρόταση, θεωρώντας τον σωματότυπο που είχε ασύμβατο με την εικόνα της Μπατερφλάι και αρνούμενη να ερμηνεύσει όπερα στα αγγλικά όπως ζήτησε περαιτέρω ο Τζόνσον.;;;;established;wiktionary_en;Μαρία Κάλλας
el;Τάιλερ;Ο Τάιλερ ανέλαβε τα καθήκοντα ως Πρόεδρος στις 6 Απριλίου 1841.;;;;established;wiktionary_en;Τζον Τάιλερ
el;Οσμάν;Πριν από αυτό η φυλή/δυναστεία ήταν γνωστή ως Σογούτ, αλλά μετονομάστηκε σε Οσμανλί (Οσμανίδες ή Οσμανλίδες στην Ελληνική γλώσσα) προς τιμή του Οσμάν Α΄.;;;;established;wiktionary_fr;Οθωμανική Δυναστεία
el;Τζέιμς;Η φώκια ουέντελ, «αληθινή φώκια», που ονομάστηκε προς τιμήν του Σερ Τζέιμς Ουέντελ, διοικητή βρετανικών αποστολών κυνηγιού φώκιας στη Θάλασσα Ουέντελ.;;;;established;wiktionary_en;Ανταρκτική
el;ρεπορτάζ;Σύμφωνα με το κληροδότημα προβλέπονται οκτώ βραβεία που απονέμονται σε κατηγορίες που σχετίζονται με τη δημοσιογραφία, (καλύτερου ρεπορτάζ, άρθρου, γελοιογραφίας κ.ά.) καθώς και τέσσερα για τις τέχνες και τα γράμματα.;;;;established;wiktionary_fr;Βραβείο Πούλιτζερ
el;τζουτζές;2010 - στο συνοδευτικό CD της τελευταίας ποιητικής συλλογής του Αργύρη Χιόνη Ό,τι Περιγράφω με Περιγράφει, μελοποιεί το ποίημα «Τζουτζές» με ερμηνευτή τον Χρήστο Θηβαίο.;;;;established;wiktionary_tr;Νίκος Ζούδιαρης
el;παμπ;Albans) κατέχει το παγκόσμιο ρεκόρ Γκίνες, ως η αρχαιότερη παμπ στην Αγγλία, χρονολογούμενη από τον 11ο αιώνα.;;;;established;wiktionary_en;Παμπ
el;ουλάνος;Οι στίχοι υπάρχουν σε διάφορες εκδοχές για μια Ουκρανή κοπέλα στην οποία ο αρραβωνιαστικός της, ένας Κοζάκος ή ένας Ουλάνος, την αποχαιρετά για τελευταία φορά.;;;;established;wiktionary_fr;Hej Sokoły
el;δρύπη;Δρύπη ονομάζεται κάθε σαρκώδης καρπός, ο οποίος έχει υμενώδες εξωκάρπιο, σαρκώδες μεσοκάρπιο και ξυλώδες ενδοκάρπιο (το οποίο περιέχει συνήθως ένα σπέρμα).;;;;established;wiktionary_fr;Δρύπη
el;καυστικός;Η χλωρή ξυλεία ασακού περιέχει κάποια ποσότητα από τον γαλακτώδη οπό (χυμό) του δέντρου, που είναι τοξικός και καυστικός, με τον οποίο οι Καραΐβοι δηλητηριάζουν τα κυνηγετικά βέλη τους (λέγεται ότι και οι Ινδιάνοι της Ν.;;;;established;wiktionary_fr;Ασακού
el;ρακούν;Τα κοάτι έχουν πατούσες σαν της αρκούδας- και του ρακούν, και τα κοάτι, τα ρακούν, και οι αρκούδες είναι πελματοβάμονα (περπατούν στα πέλματα των ποδιών, όπως οι άνθρωποι).;;;;established;wiktionary_en;Κοάτι
el;μπαράζ;Την περίοδο 1956-57 τερμάτισε στην πρώτη θέση του ομίλου της και έδωσε αγώνες μπαράζ με τον πρωταθλητή του άλλου ομίλου, Απόλλων Λεμεσού.;;;;established;wiktionary_fr;Αλκή Λάρνακας
el;μοβ;Στην Ευρώπη η καλλιέργεια του ξεκίνησε το 13ο αιώνα και ήταν χρώματος μοβ, εξαιτίας κάποιων χρωστικών που περιείχε.;;;;established;wiktionary_fr;Καρότο
el;πορτμπαγκάζ;Εκεί τον έβαλαν στο πορτμπαγκάζ ενός κόκκινου Renault και, αφού τον σκέπασαν με ένα κόκκινο σεντόνι, ο Μορέτι πυροβόλησε τον Μόρο με ένα Βάλτερ 9 χιλ.;;;;established;wiktionary_fr;Απαγωγή και δολοφονία του Άλντο Μόρο
el;σεζόν;Στην Ιταλία, Σεραφίν και Μενεγκίνι Το 1946, η Κάλλας αναμενόταν να εκκινήσει τη σεζόν της Όπερας του Σικάγου πρωταγωνιστώντας στην όπερα Τουραντότ του Πουτσίνι, εντούτοις η συμφωνία ακυρώθηκε εξαιτίας ενός οικονομικού προβλήματος.;;;;established;wiktionary_fr;Μαρία Κάλλας
el;φιλοτελιστής;Γεώργιος Παπαστεφάνου (φιλοτελιστής) (1890-1978), Έλληνας φιλοτελιστής και δωρητής.;;;;established;wiktionary_fr;Παπαστεφάνου (αποσαφήνιση)
el;γκρελίνη;Από τότε που ανακαλύφθηκε έχουν μελετηθεί η λεπτίνη, η γκρελίνη, η ινσουλίνη, η ορεξίνη, η εντερική ορμόνη PYY 3-36, η χοληκυστοκινίνη, η αδιπονεκτίνη, καθώς και πολλοί άλλοι μεσολαβητές.;;;;established;wiktionary_en;Παχυσαρκία
el;μετεωρολογικός;Μετεωρολογικός σταθμός Από το 2016 το Χαροκόπειο Πανεπιστήμιο διατηρεί σταθμό του Παγκόσμιου Μετεωρολογικού Οργανισμού σε συνεργασία με το Εθνικό Αστεροσκοπείο Αθηνών.;;;;established;wiktionary_fr;Χαροκόπειο Πανεπιστήμιο
el;ζέμπρα;Τον Σεπτέμβριο του 2022 κυκλοφόρησε σε περιορισμένο αριθμό αντιτύπων το CD Γενέθλια Ζέμπρα (Ποίηση-απαγγελία: Χρήστος Μαρκίδης / Μουσική-επεξεργασία ήχου: Γιάννης Μουρτζόπουλος).;;;;established;wiktionary_fr;Χρήστος Μαρκίδης
el;βιζόν;Το ευρωπαϊκό βιζόν συναντάται κυρίως στη Ρουμανία, στη Φινλανδία και τη Ρωσία, όπου ζει κοντά σε έλη, λίμνες και ποτάμια, σε δάση με πλούσια βλάστηση.;;;;established;wiktionary_fr;Βιζόν
el;Μάρτιν;Ο Μάρτιν βρίσκει ένα είδος ποίησης στον συνηθισμένο άνθρωπο.;;;;established;wiktionary_en;Sherlock (τηλεοπτική σειρά)
el;αουτσάιντερ;"Νωρίτερα ο ΠΑΟΚ είχε αποκλείσει διαδοχικά τους Ολυμπιακό, ΑΕΚ και Άρη πριν αποκλειστεί από τον συμπολίτη του Ηρακλή, ενώ και με τον αποκλεισμό του Παναθηναϊκού στον Β' γύρο από τον ΠΑΣ Γιάννινα, στην ουσία άνοιξε ο δρόμος προς τις 2 ομάδες - ""αουτσάιντερ"" να φτάσουν ως τον τελικό του κυπέλλου.";;;;established;wiktionary_en;Κύπελλο Ελλάδος ποδοσφαίρου ανδρών 1979-80
el;ιμπεριαλισμός;Ο ιμπεριαλισμός (γνωστός και ως επεκτατισμός) αποτελεί πολιτική επέκτασης του ελέγχου ή της εξουσίας που ασκείται σε ξένες οντότητες ως μέσο απόκτησης και/ή διατήρησης μιας αυτοκρατορίας.;;;;established;wiktionary_fr;Ιμπεριαλισμός
el;σαντιγύ;Παραδοσιακά, ένα mille-feuille αποτελείται από τρία στρώματα σφολιάτας (pâte feuilletée), που εναλλάσσονται με δύο στρώσεις κρέμας ζαχαροπλαστικής (crème pâtissière) ή σαντιγύ.;;;;established;wiktionary_fr;Μιλφέιγ
el;καμπάνια;Το 2009, ξεκίνησε την καριέρα της ως μοντέλο συμμετέχοντας στη Φθινοπωρινή/Χειμωνιάτικη καμπάνια του οίκου μόδας Burberry.;;;;established;wiktionary_fr;Έμα Γουάτσον
el;μάσκα;Στις 3 Ιουνίου 2002, ένα 17χρονο αγόρι παρέσυρε τη φίλη του, την 15χρονη Άλις Μποπέρ, μακριά από το σπίτι των γονιών της στο Σεντ-Σεμπαστιέν-σιρ-Λουάρ της Γαλλίας και τη μαχαίρωσε 42 φορές ενώ φορούσε τη μάσκα του Ghostface.;;;;established;wiktionary_fr;Scream (ταινία, 1996)
el;ηλεκτρικός;Ο εκφορτισμένος ηλεκτρικός συσσωρευτής φορτίζεται όταν περάσει από αυτόν συνεχές ρεύμα από άλλη πηγή, ενώ ταυτόχρονα στον ηλεκτρικό συσσωρευτή γίνονται αντίστροφες χημικές διεργασίες, με τις οποίες η ηλεκτρική ενέργεια μετατρέπεται σε χημική.;;;;established;wiktionary_fr;Ηλεκτρική μπαταρία
el;μάρκετινγκ;Από την άποψη της Διαχείρισης και της Ηγεσίας, καλύπτει επίσης τομείς που περιλαμβάνουν διαχείριση κτιρίων γραφείων, Λογιστική, Χρηματοοικονομικά, Σχεδιασμός, Διοίκηση και Διαχείριση Έργου, Τεχνολογία πληροφοριών, Έρευνα και Ανάπτυξη, Μάρκετινγκ κ.ά.;;;;established;wiktionary_en;Διοίκηση Επιχειρήσεων
el;Αλαμπάμα;μέχρι το 1600 μ.Χ., με ένα από τα μεγάλα κέντρα του στον Αρχαιολογικό Χώρο της Μάουντβιλ στη Μάουντβιλ, Αλαμπάμα.;;;;established;wiktionary_en;Αλαμπάμα
el;κέικς;"Η επιχείρηση Vegetarian ήταν πλήρως έτοιμη για ανάπτυξη την άνοιξη του 1944 και καταστρώθηκαν σχέδια για τη ριψη των ""κέικς"" το καλοκαίρι, όταν τα βοοειδή στη Γερμανία θα βοσκούσαν ελεύθερα στους αγρούς.";;;;established;wiktionary_en;Επιχείρηση Vegeterian
el;εστραγκόν;Το εστραγκόν είναι η κύρια αρωματική συστατική ουσία της σάλτσας Μπερνέζ (Béarnaise sauce).;;;;established;wiktionary_fr;Αρτεμισία η δρακόντειος
el;ορτανσία;Η ορτανσία είναι δικοτυλήδονο φυτό, που ανήκει στην οικογένεια υδραγγειοειδή (Hydrangeaceae).;;;;established;wiktionary_fr;Ορτανσία
el;μεγαλομανία;Σύμφωνα με τον Γιουνγκ, περιγράφει έναν τύπο νεύρωσης κατά τον οποίο το άτομο χαρακτηρίζεται από εγωιστική μεγαλομανία.;;;;established;wiktionary_fr;Σύμπλεγμα του Ιεχωβά
el;Σιέρα Λεόνε;Λόγω της συνεισφοράς των μπανγκλαντεσιανών κυανόκρανων του ΟΗΕ στην αποστολή του ΟΗΕ στη Σιέρα Λεόνε κατά τη διάρκεια του εμφυλίου πολέμου στη χώρα, ο Αχμάντ Τετζάν Καμπά όρισε τη βεγγαλική γλώσσα ως επίτιμη επίσημη γλώσσα της χώρας τον Δεκέμβριο του 2002.;;;;established;wiktionary_en;Σιέρα Λεόνε
el;μακιγιάζ;Σύμφωνα με τους κανονισμούς, μακιγιάζ είναι η οποιαδήποτε αλλαγή στην εμφάνιση του ηθοποιού είτε με καλλυντικά είτε με προσθετικά υλικά όπως περούκες.;;;;established;wiktionary_fr;Όσκαρ Καλύτερου Μακιγιάζ και Κομμώσεων
el;αθεϊστής;Ο Τζωρτζ Σμιθ, ένας εξέχων αθεϊστής συγγραφέας, ισχυρίζεται ότι ολόκληρος ο αγνωστικισμός είναι μια μορφή αθεϊσμού (που ορίζεται εδώ ως έλλειψη πίστης σε μια θεότητα) (βλ.: Αθεϊσμός, η Υπόθεση Κατά του Θεού (Atheism, The Case Against God), του Τζωρτζ Χ.;;;;established;wiktionary_fr;Αγνωστικισμός
el;αλά;"Για πρώτη φορά σοκολάτα σε στερεά μορφή παρασκεύασε το παραδοσιακό μαγαζί του Λονδίνου ""Ο Μύλος του Καφέ"", που το 1674 παρουσίασε σοκολατένια ραβδάκια ""αλά ισπανικά"" και ένα γλύκισμα σοκολάτας σε συμπαγή μορφή.";;;;established;wiktionary_fr;Σοκολάτα
el;παρμπρίζ;Το παρμπρίζ (γαλλικά: pare-brise‎‎) ή ανεμοθώρακας ενός αεροπλάνου, αυτοκινήτου, λεωφορείου, φορτηγού ή τρένου είναι το εμπρόσθιο κρύσταλλο.;;;;established;wiktionary_fr;Παρμπρίζ
el;ροζ;Ροζ(έ) πιπέρι και άλλα φυτά που χρησιμοποιούνται ως πιπέρι Το ροζ(έ) πιπέρι σε σχέση με το Πέπερι το μέλαν (Piper nigrum), διακρίνεται από τους πιο κοινούς αποξηραμένους «κόκκους ροζ(έ) πιπεριού», που στην πραγματικότητα είναι οι καρποί του φυτού από μια διαφορετική οικογένεια, του Περουβιανού πιπερόδεντρου, Σχίνος ο μαλακός ή Σχίνος ο μόλλειος (Schinus molle) ή του συγγενικού του, Βραζιλιάνικου πιπερόδεντρου, Σχίνος ο τερεβινθόφυλλος (Schinus terebinthifolius).;;;;established;wiktionary_fr;Πέπερι το μέλαν
el;τακτ;Ονομασία Η ονομασία Τακτελκαλέ (ή Τακτ-ελ-καλέ) προέρχεται από την τούρκικη γλώσσα.;;;;established;wiktionary_fr;Τακτελκαλέ (συνοικία Λευκωσίας)
el;ψυχίατρος;Ένας ψυχίατρος ειδικεύεται στη διάγνωση, στη θεραπεία και στην πρόληψη των ψυχικών διαταραχών.;;;;established;wiktionary_fr;Ψυχίατρος
el;πρίζα;230V, 400V) Έτσι, στο ηλεκτρικό κύκλωμα της συσκευής η πρίζα έχει το ρόλο της πηγής.;;;;established;wiktionary_fr;Πρίζα
el;απλολογία;Απλολογία είναι η αποκοπή ολόκληρης συλλαβής όταν δύο γειτονικές συλλαβές είναι ίδιες ή πολύ όμοιες: τραγι(κο)κωμωδία, αστρ(απ)οπελέκι, (δι)δάσκαλος.;;;;established;wiktionary_fr;Φθογγικές μεταβολές
