lang;term;sentence;IS_VALID_LOAN;OTHER_LOANS;NOTES;type;source_page
eu;terrorismo;Hala ere, estatu-terrorismo izendapena eztabaidatua izaten da kasu askotan, indarreango ordenamendu juridikoak eta horren aplikazioak estrategia hori erraztu eta jokoan dauden interes politiko eta geopolitikoak direla eta, terrorismo terminoaren balorazio negatiboa baztertzearren.;;;;wiktionary_es;Estatu terrorismo
eu;online;Online Computer Library Center (OCLC) ordenagailu bidezko online liburutegi-zerbitzu bat da, eta irabazteko asmorik gabeko ikerketa erakunde bat.;;;;noun_raw;Online Computer Library Center
eu;bolada;Haize bolada zakarrak izaten dira.;;;;wiktionary_es;Amundsen golkoa
eu;tradizio;Historia eskualdearen arabera Filosofia izenez, etimologikoki, Greziatik garaturiko pentsamendu korronte arrazionalen multzoa ezagutzen bada ere, badira filosofiatzat jotzen diren beste zenbait jakintza-tradizio ere, munduko beste zenbait zibilizaziotan sortuak, bereziki indiar filosofia eta txinatar filosofia.;;;;wiktionary_es;Filosofia
eu;Tunisia;Tunisia Afrika iparraldeko Mediterraneo itsasoko kostaldean dagoen estatua da.;;;;wiktionary_fr;Tunisia
eu;diplomazia;Erreferentziak Ikus, gainera Nazioarteko harremanak Kanpo-politika  Kanpo estekak Diplomazia, Berria;;;;wiktionary_es;Diplomazia
eu;greba;Grebak iraun bitartean laneko hutsegiteak egitea, nahiz eta greba legezkoa izan, posible da eskubide-mehatxuekin zerikusirik ez duten legez kontrako jarduera indibidualizatuak gertatzea, eta horregatik greba osoa legez kanpokoa bihur daiteke.;;;;wiktionary_fr;Greba
eu;collage;Material mota asko erabili izan dira collage-etan: egunkari-zatiak, aldizkariak, zintak, koloretako edo eskuz landutako paperak, beste artelanak, argazki eta bestelako objektuak.;;;;wiktionary_fr;Collage
eu;lama;Ituero y Lama Segoviako udalerria da, Comarca de Segovia eskualdean dagoena.;;;;wiktionary_es;Ituero y Lama
eu;txalupa;Hurrengoak ziren:  Erreferentziak Ikus, gainera Bizkaia Zubia Bilboko metroa Bilboko Renfe Aldiriak Bizkaiko Garraio Partzuergoa  Kanpo estekak Portugaleteko Txalupa-Gidarien Elkartearen webgunea;;;;wiktionary_fr;Gasolino
eu;camembert;Camembert frantziar jatorriko gazta bigun, koipetsu eta leuna da.;;;;wiktionary_fr;Camembert (gazta)
eu;arbola;2015eko urtarrilaren 15ean jakin zenez, Gernikako arbola ihartu egin zen eta otsail amaiera edo martxo hasierarako bosgarren belaunaldiak hartuko zuen lekukoa.;;;;wiktionary_es;Gernikako Arbola
eu;abisu;Goiburu hura nabigatzaileak abisu zahar ospetsua desafiatu eta ahaztera animatzeko erabili zen.;;;;wiktionary_es;«Plus Ultra» (goiburua)
eu;piraña;Espezie eta generoak Jendeari beti datorkio burura piraña berdina (hau da, sabel-gorria, Pygocentrus-a).;;;;wiktionary_es;Piraña
eu;teknologia;Teknologia, grezierazko τεχνολογος-tik, tekne (τεχνη, «zientzia, arte, edo lanbide») eta logos (λογος, «jakintza-multzoa») hitzez osatuta dago.;;;;wiktionary_es;Teknologia
eu;stream;Jet korrontea (batzuetan ingelesezko jet stream) haize indartsu, sigisagatsu eta tubularra da, mendebalde-ekialde norabidean mugitzen dena 9 eta 11 km bitarteko garaieran, lurburuko tropopausaren eta tropikoko tropopausaren arteko garaieren bitartean..;;;;noun_raw;Jet korronte
eu;abzisa;x                 {\displaystyle x}     koordenatuan, zeinu positiboak distantzia ardatz horizontalean (abzisa) eskuinerantz hartzen dela  adierazten du, eta negatiboak aldiz, ezkerrerantz.;;;;wiktionary_es;Geometria analitiko
eu;Bernedo;Ekonomia Banaketa administratiboa 13 herrik osatzen dute Bernedo udalerria:  Angostina: 28 biztanle.;;;;wiktionary_es;Bernedo
eu;organizazio;"Gainera, sindikatuen mugimenduan eta gobernuz kanpoko erakunde askotan buru-belarri ibili izan da; hala nola, Sindikatuen Organizazio Nagusian eta SETAn.";;;;wiktionary_es;Tarja Halonen
eu;tweet;Adibidez, txoriek euskaraz txio egiten duten bitartean, gaztelaniaz pio, frantsesez cuic, ingelesez tweet eta alemanez piep egiten dute.;;;;noun_raw;Onomatopeia
eu;softwarea;Softwarea mihiztatze-lengoaian ere idatzita egon daiteke.;;;;noun_integrated_sg;Software
eu;martxo;Neukölln auzoko Mercure hotelean egin zen 2017ko Wikimedia Konferentzia urte horretako martxo-apirilean.;;;;wiktionary_es;Neukölln
eu;sozial;Historia Sorrera Sare sozial hori 2006ko martxoan sortu zen San Frantziskon (Kalifornia), Jack Dorseyren, Evan Williamsen, Biz Stoneren eta Noah Glassen eskutik.;;;;wiktionary_es;Twitter
eu;taberna;13 kontseilarik osatzen dute, eta horietatik 3 lehendakariordeak dira: Félix Taberna Monzon, Ana Ollo Hualde eta Begoña Alfaro García.;;;;wiktionary_es;Nafarroako Gobernua
eu;erraldoi;Bitigar, bitigar erraldoi edo Arabako bitigarrra (Clitocybe candida) Tricholomataceae familiako onddo espezie bat da.;;;;wiktionary_es;Bitigar erraldoi
eu;geografia;Geografia feminista Geografia feminista edo generoaren geografia giza geografiaren korrontea da, feminismoak eremu geografiko, gizatiar eta sozialaren azterketari egindako teorietan metodoetan eta kritiketan kokatzen dena.;;;;wiktionary_es;Geografia
eu;botila;Botila irekitakoan, burbuilak 20 ºC-tan osatzen dira.;;;;wiktionary_es;Ardo apardun
eu;astronautika;"Itsasontzien kasuan, nautika terminoa ere erabiltzen da (aireontzien kasuan, aeronautika; espaziontzien kasuan, astronautika).";;;;wiktionary_es;Nabigazio
eu;misil;artikulua betez, honako hau adostu dute, konbentzioa indarrean egongo den aldirako: Amerikako Estatu BAtuek 720 misil balistikoeterako jaurtigailu baino ez dituzte edukiko itsaspekoetan (SLBM), eta misil balistiko modernoak ditzuten 44 itsaspeko soilik.;;;;wiktionary_es;SALT itunak
eu;autismo;Zientzia.net (2013) APNABI Bizkaiko Autismo Elkartea GAUTENA Gipuzkoako Autismo Elkartea.;;;;wiktionary_es;Autismo
eu;kondentsadore;Beckerrek «tentsio baxuko kondentsadore elektrolitiko bat karbono porotsudun elektrodoekin» garatu zuenean.;;;;wiktionary_es;Kondentsadore elektriko
eu;tximinia;"Erupzioen ezaugarriak aztertzeko alderdi asko izan behar dira kontuan; magma oso likatsua den ala ez, sumendi-tximinia nolakoa den, gasen presioa oso handia den, etab.";;;;wiktionary_es;Sumendi-erupzio
eu;militarismo;Militarismo, faxismo, arrazakeria edo sexismoa dira euren letretan gogor kritikatzen dituzten gaietako batzuk.;;;;wiktionary_es;Soziedad Alkoholika
eu;rap;Genero horrek rap musikaren sortze-prozesua zaintzen du, baina elektronikako aztarnak gehituz.;;;;wiktionary_es;Rap
eu;jende;Herri eta auzoak Sant Bartomeu Sesgorgues Tavertet  Demografia Jende ezaguna Herri honetan bertan hil zen Raimon Pannikar teologo ezaguna (1918-2010).;;;;wiktionary_es;Tavertet
eu;asimilazio;Kultura-asimilazio prozesuak gizateriaren historia osoan zehar gertatu dira eta askok kultura berriak sortu dituzte.;;;;wiktionary_es;Kultura-asimilazio
eu;nazionalismo;Nazionalismo kulturalaren ekarpena hiritarraren eta nazio-estatuaren artean komunitate kulturala kokatzea da.;;;;wiktionary_es;Nazionalismo
eu;marikoi;"Nahiz eta, aintzira ez dagoen babesturik, bertan inguruko eremu basatietan babestuak dauden hegazti ugari aurki daiteke; hala nola, aliota txikiak, antzara nanoak, belatz handiak, elur-hontzak, eskandinaviako lagopodoak, ipar-belatzak, ipar-kaskabeltzak, laponiako kaskabeltzak, marikoi isats-luzeak, negu txontak eta papourdinak.";;;;wiktionary_es;Seitavuopio
eu;filosofia;Antzinako filosofia tradizionalak ere berresten hasi ziren XX.;;;;wiktionary_es;Filosofia
eu;pixela;Beraz, GPUk erabiltzen dituen unitate nagusiak erpina eta pixela dira.;;;;noun_integrated_sg;Grafikoak prozesatzeko unitate
eu;radio;Espainiako irrati publikoa, Radio Nacional de Españak eta 7 kate autonomikok ordezkatzen dute.;;;;wiktionary_es;Irrati (hedabidea)
eu;balbula;Balbula eta ardatza hariztatu egin daitezke, hala, ardatza balbulari lotu edo askatzeko aukera dago alde batera edo bestera biratuta, alegia, diskoa gorputzaren barruan atzera edo aurrera mugituz.;;;;wiktionary_es;Balbula
eu;antropologia;ISBN 84-922537-4-6 (Antropologia kontzeptuaz eta antropologia filosofikoaz) Esteban, Mari Luz (2012): “Euskal antropologiaren jauzi kontzeptualak eta euskal kulturaren haragitasunak”, Ankulegi, 16: 111-125.;;;;wiktionary_es;Antropologia
eu;psikologia;Gizarte psikologia modernoari, halaber, Kurt Lewin alemaniarrak eman zion hasiera.;;;;wiktionary_es;Psikologia
eu;mina;Zapore mingotsa eta mina dauka.;;;;wiktionary_es;Russula decipiens
eu;bridge;Shiel Bridge, Eskoziako gaeleraz: Drochaid Sheile, Eskoziako Highland eskualdeko udalerri bat da, Skye eta Lochalsh barrutian.;;;;wiktionary_en;Shiel Bridge
eu;kosmonauta;Bertatik jaurti ziren giza-historiako lehen satelite artifiziala, Sputnik 1 izenekoa, baita historian zehar espazioraturiko lehen animalia, Laika izeneko zakur emea, lehen gizakia, Juri Gagarin kosmonauta, baita lehen emakumea ere, Valentina Terexkova.;;;;wiktionary_es;Baikonur
eu;arraro;Fikzio fantastikoaren mugak, bada, zoragarriaren espazio zabalak markatuko lituzke, non munduaren funtzionamendu arrazionala baztertu eta «arraroa» edo «fantastikoa azaltzen», zeinetan elementu kezkagarriak arraro izatera murrizten diren, baina gertakari azalgarriak.;;;;wiktionary_es;Fantasiazko literatura
eu;usera;Moscardó, Espainiako Madril hiriburuko auzo bat da, Usera barrutian.;;;;noun_integrated_sg;Moscardó (Madril)
eu;ardura;Ertzaintzaren kasuan, ofizialak ikuskatzaile mailako ahaltsuenak dira eta, aldi berean, ardura gehien dituzte.;;;;wiktionary_es;Ofizier
eu;bandalismo;2015ean 16 guneetara zabaldu ziren bizikletak, baina bandalismo gertaera ugariren ondorioz ia erabilezin geratu zen.;;;;wiktionary_es;Dbizi
eu;zibil;Lostwithiel, kornubieraz: Lostwydhyel, Ingalaterrako Kornualles konderriko parrokia zibil eta udalerri bat da.;;;;wiktionary_es;Lostwithiel
eu;trafiko;Terminologia Trafiko-istripuak mota orokorren arabera sailkatu daitezke.;;;;wiktionary_es;Trafiko-istripu
eu;click;"Garailea Herbehereetako Ralf Mackenbach izan zen, ""Click Clack"" abestiarekin.";;;;noun_raw;2009ko Junior Eurovision Abesti Lehiaketa
eu;kontzientzia;Onartzen badugu saguzarren burmuinei buruzko gertaera fisiko guztiak ezagutzen ditugula, eta hala ere, esperientzia subjektibo hori edo espeziearen araberakoa den ikuspuntu hori ezin dugula ulertu, orduan materialismoa berez akastuna da kontzientzia azaltzean.;;;;wiktionary_es;Kontzientzia
eu;Bizente;Kale honen amaieran San Bizente eliza dago.;;;;wiktionary_es;Narrika kalea
eu;kilate;Errubi baten kalitatea, bere koloreak, mozketak eta argitasunak baldintzatzen du, eta ezaugarri hauek, kilate pisuarekin batera, bere balio eta prezioari eragiten diote.;;;;wiktionary_es;Errubi
eu;puntu;Puntu akats bat alearen hiru dimentsioko sare orokorraren barruan dagoen sare bakarreko deformazio bat da.;;;;wiktionary_es;Gogortasun
eu;abangoardista;Romeuk Bartzelonan giro abangoardista eta bohemioko gunea sortzea erabaki zuen.;;;;wiktionary_es;Els Quatre Gats
eu;teologo;Martin de Barcos, lapurtar teologo jansenista (h.;;;;wiktionary_es;1600
eu;abdukzio;Erreferentziak Ikus, gainera Objektu Hegalari Ezezagun Abdukzio Eldarnio Maitagarrien eraztun Soro-zirkulu Bizi estralurtar  Kanpo estekak Estralurtarrak Euskal Herrian.;;;;wiktionary_es;Estralurtar
eu;banku;Europako Banku Zentrala Europako Banku Zentrala (EBZ) nortasun juridikoa duen nazioz gaindiko erakundea da, Frankfurten sortu zen 1998ko ekainaren 1ean.;;;;wiktionary_es;Banku
eu;anana;Diuretiko naturalen artean hainbat elikagai eta edari aurkitzen dira: tea, kafea, anana, zainzuriak eta alkohola besteak beste.;;;;wiktionary_es;Diuretiko
eu;pilota;Pilota joko asko egon arren eta herri askok horrelako jolasak izan arren, euskaldunek beste hainbat gauzarekin bezala ederki jakin dute pilota jokoa egokitzen: beren tokira moldatu dute pilota eta bertako ezaugarriez hornitu: plaza, leku, arau, pilota, jotzeko tresnak, instalazioak, materialak, etab.;;;;wiktionary_es;Euskaldun
eu;accesit;Gaia eta gau aldaketak (1981) poema liburuarekin Resurreccion Maria de Azkue sariaren accesit bat irabazi zuen.;;;;wiktionary_es;Tere Irastortza
eu;oilo;"Planeta osoan 25 bilioi oilo baino gehiago daudela uste da; hau da, gaur egun beste edozein hegazti-espezie baino gehiago.";;;;wiktionary_es;Oilo
eu;Katalunia;Kataluniako konderri hauek gaur egun Katalunia Zaharra (Catalunya La Vella) izenez ezagutzen den lurraldea osatu zuten.;;;;wiktionary_es;Katalunia
el;Χάουαρντ;Στη μνήμη του, στους τίτλους τέλους της ταινίας προστέθηκαν τα εξής: «Στον φίλο μας, Χάουαρντ, που έδωσε φωνή σε μία γοργόνα, και ψυχή σε ένα τέρας.;;;;wiktionary_en;Η Πεντάμορφη και το Τέρας (ταινία, 1991)
el;τρανς;Δείτε ακόμα Κακοποίηση Bullying Διαδικτυακός εκφοβισμός Εγκλήματα μίσους Δικαιώματα ΛΟΑΤ στην Ελλάδα Σχολικός εκφοβισμός Εκφοβισμός τρανς Βία εναντίον των ατόμων ΛΟΑΤ  Σημειώσεις Παραπομπές Περαιτέρω ανάγνωση Duncan, Neil (2001).;;;;wiktionary_en;Εκφοβισμός ομοφυλοφίλων
el;tag;Ο Ρόλινς είναι δυο φορές Παγκόσμιος Πρωταθλητής, δύο φορές Πρωταθλητής WWE, δύο φορές Intercontinental Champion, μια φορά United States Champion , έξι φορές WWE/Raw Tag Team Champion (μαζί με τον Roman Reigns, δύο φορές με τον Dean Ambrose, τον Jason Jordan, τον Braun Strowman και με τον Buddy Murphy), ο νικητής του Money in the Βank 2014, βραβευμένος από το WWE ως ο καλύτερος παλαιστής για το 2015 και ο νικητής του Royal Rymble 2019.;;;;cs_latin_raw;Σεθ Ρόλινς
el;ναδίρ;Το ακριβώς υπεράνω του παρατηρητή σημειο ονομάζεται Ζενίθ, ενώ το έτερο στον αντίποδά του ονομάζεται Ναδίρ.;;;;wiktionary_fr;Κατακόρυφος
el;Τζέιμς;Για παράδειγμα, ο Τζέιμς Ερλ Τζόουνς προσλήφθηκε επειδή οι σκηνοθέτες βρήκαν τη φωνή του «δυνατή» και παραπλήσια με τον βρυχηθμό ενός λιονταριού.;;;;wiktionary_en;Ο Βασιλιάς των Λιονταριών
el;Αντάντ;Η νίκη της Αντάντ στον Μεγάλο Πόλεμο οδήγησε στην πλήρη επικράτηση της αγγλογαλλικής συμμαχίας στην Ευρώπη αλλά και παγκοσμίως.;;;;wiktionary_fr;Αντάντ
el;καρό;Τα αεροσκάφη που χρησιμοποιούσε η ομάδα είχαν ένα κόκκινο και άσπρο καρό σχέδιο στο ρύγχος, όμως αυτό τώρα έχει περιοριστεί σε μία μικρή καρό λωρίδα.;;;;wiktionary_fr;Red Checkers
el;μάρκετινγκ;Έτσι, όταν η ανώτατη διοίκηση επινοεί τη στρατηγική κατεύθυνση/αποστολή της εταιρείας, οι επιδιωκόμενες δραστηριότητες μάρκετινγκ ενσωματώνονται σε αυτό το σχέδιο.;;;;wiktionary_en;Μάρκετινγκ
el;ζέμπρα;Στις ταινίες του περιλαμβάνονται οι Άσχημη μέρα στο μαύρο βράχο (1955), Αίμα στον πράσινο βάλτο (1957), Και οι επτά ήταν υπέροχοι (1960), Η μεγάλη απόδραση (1963) και Μυστική βάση Ζέμπρα (1968).;;;;wiktionary_fr;Τζον Στέρτζες
el;παζλ;Ο Κύβος του Ρούμπικ είναι τρισδιάστατο μηχανικό παζλ.;;;;wiktionary_en;Κύβος του Ρούμπικ
el;γιουβαρλάκι;Μεγάλο μέρος της ελληνικής κουζίνας ανήκει σε μια ευρύτερη παράδοση της οθωμανικής κουζίνας, με τα ονόματα των πιάτων να αποκαλύπτουν αραβικές, περσικές ή τουρκικές ρίζες: μουσακάς, τζατζίκι, γιουβαρλάκι, κεφτέδες, ντολμάδες κ.λπ.;;;;wiktionary_tr;Μεσογειακή κουζίνα
el;φθόριο;Το 1886, όμως, ο γάλλος χημικός Ανρί Μουασάν (Henri Moissan) πέτυχε να απομονώσει στοιχειακό φθόριο, χρησιμοποιώντας ηλεκτρόλυση σε χαμηλή θερμοκρασία, μια διεργασία που χρησιμοποιείται ακόμη από τη σύγχρονη βιομηχανική παραγωγή του φθορίου.;;;;wiktionary_fr;Φθόριο
el;post;Louis Post-Dispatch επέκρινε επίσης την ιστορία ως το πιο αδύναμο σημείο της ταινίας.;;;;cs_latin_raw;Ψυχρά κι Ανάποδα
el;κοκτέιλ;Δείτε επίσης Αυτοσχέδιος εκρηκτικός μηχανισμός TM 31-210 Improvised Munitions Handbook  Παραπομπές Εξωτερικοί σύνδεσμοι  Η χρήση του κοκτέιλ μολότοφ στο Β΄ Παγκόσμιο Πόλεμο;;;;wiktionary_en;Κοκτέιλ μολότοφ
el;σπόιλερ;Αυτό αποτελείται από δύο μονά στρογγυλά φώτα σε ένα πλαστικό κάλυμμα, ένα εμπρός σπόιλερ και πίσω αεροτομή Irmscher, χαμηλότερο προφυλακτήρα και πίσω αεροτομή.;;;;noun_transliterated;Opel Manta
el;μόδα;Ο Αδριανός, ο οποίος απεικονιζόταν με γενειάδα ώστε να δείχνει τα φιλελληνικά του αισθήματα, καθιέρωσε τη σχετική μόδα κι έκτοτε πολλές προτομές αυτοκρατόρων φέρουν γενειάδες.;;;;wiktionary_fr;Αρχαία Ρώμη
el;Κολοράντο;Οροσειρά Φροντ Ο περισσότερος πληθυσμός του Κολοράντο κατοικεί κατά μήκος της ανατολικής άκρης των Βραχωδών Ορέων στον Αστικό Διάδρομο Οροσειράς Φροντ μεταξύ του Τσεγιέν, Ουαϊόμινγκ, και του Πουέμπλο, Κολοράντο.;;;;wiktionary_en;Κολοράντο
el;Γκρέις;Ο πρίγκιπας Ρενιέ και η πριγκίπισσα Γκρέις απέκτησαν τρία παιδιά: την Καρολίνα, τον Αλβέρτο και την Στεφανία.;;;;wiktionary_en;Γκρέις Κέλλυ
el;scan;Παραλλαγές Μια παραλλαγή του αλγόριθμου SCAN είναι ο αλγόριθμος C- SCAN όπου το C προέρχεται από την αγγλική λέξη circular (κυκλικός).;;;;cs_latin_raw;Αλγόριθμος SCAN
el;φλίπερ;Το παιχνίδι είναι μια συλλογή από εφτά αληθινά τραπέζια φλίπερ από την εταιρία Gottlieb: τα Baffle Ball (1931), Humpty Dumpty (1947), Knock Out (1950), Slick Chick (1963), Spirit of 76 (1975), Haunted House (1982) και Cue Ball Wizard (1992).;;;;wiktionary_fr;Microsoft Pinball Arcade
el;κάνει like;Στη συνέχεια ισχυρίστηκε ότι η Minaj είχε προηγουμένως «κάνει like » σε σχόλια στα μέσα κοινωνικής δικτύωσης που μίλησαν αρνητικά για την ικανότητα της Cardi B να φροντίζει τη νεογέννητη κόρη της.;;;;verb_light_latin;Cardi B
el;Αυστραλία;Όλα τα μεγάλα σαρκοφάγα μαρσιποφόρα εξαφανίστηκαν από την ηπειρωτική Αυστραλία λίγο μετά την έλευση των ανθρώπων.;;;;wiktionary_en;Διάβολος της Τασμανίας
el;Τζόνι;Οκτώ άνθρωποι έχουν γράψει και έχουν συνθέσει περισσότερες από μία συμμετοχές στην Ιρλανδία: ο Μπρένταν Γκράχαμ (1976, 1985, 1994, 1996), ο Τζόνι Λόγκαν (1984, 1987, 1992), οι Τόμι και Τζίμι Σουάρμπριγκ (1975, 1977), ο Λίαμ Ρέιλι (1990, 1991), ο Τζο Μπούρκετ (συνθέτης το 1972, στιχουργός το 1981) και οι Νίαλ Μούνεϊ & Γιόνας Γκλάντνικοφ (2009, 2010).;;;;wiktionary_en;Συμμετοχή της Ιρλανδίας στη Eurovision
el;μικροσκόπιο;Δημιούργησαν ένα σχετικό πρακτικό όργανο, ένα μικροσκόπιο σάρωσης.;;;;wiktionary_fr;Μικροσκόπιο
el;αλκάλιο;Αποτελείται από δοχείο κατασκευασμένο από μονωτικό υλικό (εβονίτη, πλαστικό, γυαλί) με ηλεκτρολύτη (οξύ ή αλκάλιο), στο οποίο βυθίζονται τα ηλεκτρόδια.;;;;wiktionary_fr;Ηλεκτρική μπαταρία
el;φιλανθρωπικός;Είναι ένας φιλανθρωπικός οργανισμός, τα κέρδη του πηγαίνουν στο Πανεπιστήμιο της Οξφόρδης.;;;;wiktionary_fr;Oxford University Press
el;γεωπολιτική;Η γεωπολιτική αποτελεί εργαλείο της στρατηγικής με κεντρικό σημείο την εθνική ισχύ και τον έλεγχο μίας γεωγραφικής επικράτειας.;;;;wiktionary_en;Γεωπολιτική
el;τουίτ;Χρονολόγιο: 6 Ιανουαρίου 2021 8.17: Ο Πρόεδρος Τραμπ έστειλε τουίτ με τις υποψίες του για νοθεία στις εκλογές, και μία οδηγία για τον Αντιπρόεδρο Πενς: «Οι πολιτείες πρέπει να διορθώσουν τις ψήφους τους, οι οποίες ξέρουν καλά ότι βασίστηκαν σε παρατυπίες και εξαπάτηση, και οι περίεργες διεξαγωγές ποτέ δεν ευνοούνται από τους νομοθέτες.;;;;noun_transliterated;Δεύτερη δίκη του Ντόναλντ Τραμπ
el;ξενοφοβία;Ιδεολογικά, ο πολιτισμικός ρατσισμός σχετίζεται στενά με την ξενοφοβία, καθώς υιοθετεί και αυτός την άποψη πως άτομα ξένης προέλευσης δεν μπορούν να ενταχθούν στην κοινωνία και για αυτό πρέπει να «μείνουν στο είδος τους».;;;;wiktionary_en;Ρατσισμός
el;Τζένιφερ;Η Τζένιφερ Λόπεζ ή «J.;;;;wiktionary_en;Τζένιφερ Λόπεζ
el;Ντέρεκ;Οι Black Country Communion ήταν Βρετανό-Αμερικανικό χαρντ ροκ συγκρότημα, το οποίο δημιουργήθηκε το 2009 στο Λος Άντζελες από τον μπασίστα και τραγουδιστή Γκλεν Χιούζ (Deep Purple, Black Sabbath, κ.α.), τον κιθαρίστα και τραγουδιστή Τζο Μποναμάσα, τον κιμπορντίστα Ντέρεκ Σέρινιαν (Dream Theater) και το ντράμερ Τζέισον Μπόναμ (Led Zeppelin, UFO).;;;;wiktionary_en;Black Country Communion
el;τρακτέρ;"Μεταξύ του 1979 και του 1984, ανέπτυξε και παρήγαγε ένα είδος ελαφρύ φορτηγού σε εκδόσεις ""ανοικτού"" και ""κλειστού"" ταξί (όπου είχε κινητήρα Ντίζελ 18 hp Ruggerini, μέγιστη ταχύτητα 67 km/h, μπορούσε να μεταφέρει 1 τόνο ωφέλιμου φορτίου και διέθετε την ικανότητα να περνάει διά μέσου των αγρών), καθώς και μια σειρά από μοντέλα ελαφριών τρακτέρ.";;;;wiktionary_fr;Διάνα (γεωργικά μηχανήματα)
el;αεροζόλ;Ένα αεροζόλ είναι ένα εναιώρημα μικροσκοπικών σωματιδίων υγρού, στερεού ή και των δύο μέσα σε ένα αέριο.;;;;wiktionary_fr;Ατμός
el;εβαπορέ;Αυτό έχει ως αποτέλεσμα μια πηχτή και γλυκιά υφή για το ζαχαρούχο γάλα, σε αντίθεση με μια πιο άγλυκη και πιο ουδέτερη γεύση για το εβαπορέ.;;;;wiktionary_fr;Ζαχαρούχο συμπυκνωμένο γάλα
el;Σμιθ;Αποκρυπτογραφήθηκε το 1870-1 από τον Άγγλο ασσυριολόγο Τζορτζ Σμιθ (George Smith, 1840-1876).;;;;wiktionary_en;Κυπριακό συλλαβάριο
el;Ίαν;Η επανένωση Τον Απρίλιο του 1984 οι Deep Purple επανενώθηκαν με την κλασική σύνθεση τους, έχοντας τον Ρίτσι Μπλάκμορ στην κιθάρα, τον Ίαν Γκίλαν στα φωνητικά, τον Ρότζερ Γκλόβερ στο μπάσο, τον Τζον Λορντ στα πλήκτρα και τον Ίαν Πέις.;;;;wiktionary_en;Ίαν Γκίλαν
el;ψυχιατρικός;H Αμερικανική Ψυχιατρική Εταιρεία (American Psychiatric Association, APA) είναι ο βασικός επαγγελματικός οργανισμός ψυχιάτρων και εκπαιδευόμενων ψυχιάτρων των Ηνωμένων Πολιτειών, και ο μεγαλύτερος ψυχιατρικός οργανισμός στον κόσμο.;;;;wiktionary_fr;Αμερικανική Ψυχιατρική Εταιρεία
el;Μοντάνα;Λόγω της διαμόρφωσης των οροσειρών στο Εθνικό Πάρκο του Παγετώνα, το Northern Divide (που ξεκινά στη Χερσόνησο Seward της Αλάσκας) διασχίζει αυτήν την περιοχή και στρίβει ανατολικά στη Μοντάνα στο Triple Divide Peak.;;;;wiktionary_en;Μοντάνα
el;ουάου;Το 1977 ανιχνεύτηκε από επίγειο ραδιοτηλεσκόπιο το λεγόμενο Σήμα Ουάου!, ένα ραδιοσήμα με πιθανή προέλευση εκτός της Γης το οποίο εκτιμήθηκε πως προερχόταν από μια τοποθεσία βορειοδυτικά του Μεσιέ 55.;;;;wiktionary_en;Μεσιέ 55
el;στράφι;Οι Στράφοι ή το Στράφι είναι ακατοίκητος οικισμός στην βόρεια Εύβοια και την Περιφερειακή Ενότητα Εύβοιας.;;;;wiktionary_tr;Στράφοι Εύβοιας
el;ιαγουάρος;Ο ιαγουάρος προτιμά τα ζώα τα οποία με λίγο κόπο τού δίνουν πολύ κρέας, όπως είναι τα μεγάλα τρωκτικά, δηλαδή τα καπιμπάρα, τα πάκα και οι δασύπρωκτοι.;;;;wiktionary_en;Ιαγουάρος
el;Σούβα;Επίσης, σημαντικά είναι και τα συμπλέγματα Λομαϊβίτι, έξω από τη Σούβα και τα απομακρυσμένα Λάου και η Ροτούμα, η οποία έχει διοικητικό καθεστώς.;;;;wiktionary_en;Φίτζι
el;αεροδρόμιο;Μάλιστα, την πιο κρίσιμη στιγμή της αποστολής, ενώ πετούσε πάνω από τα τουρκικά πολυβολεία κοντά στο αεροδρόμιο, κινδύνεψε να καταρριφθεί, καθώς το αεροσκάφος του δεν ήταν δυνατόν, λόγω της βλάβης, να πάρει το απαραίτητο ύψος.;;;;wiktionary_fr;Αριστείδης Μωραϊτίνης (αεροπόρος)
el;φραμπουάζ;Οκτάρια Τρι Τριάντα ένα (Thirty One) [ΜΙΚΤΟ] Τριόμφο [TEXNIKO] Τριτσέτι [TEXNIKO] Τσιγκουϊνέτο ή Ντόμινο [TEXNIKO] Τσογολί [ΜΙΚΤΟ] Φαν Ταν (Fan Tan) Φαραώ [ΤΥΧΕΡΟ] Φιρφιρίκι Φράμπουλα ή Φραμπουάζ [ΤΥΧΕΡΟ] Χαρακίρι [ΜΙΚΤΟ] Χόλλυγουντ -> βλ.;;;;wiktionary_fr;Τράπουλα
el;Μόργκαν;Πρώτα χρόνια Ο Μόργκαν Φρίμαν γεννήθηκε την 1η Ιουνίου 1937 στο Μέμφις του Τενεσί.;;;;wiktionary_en;Μόργκαν Φρίμαν
el;μανικιούρ;Το μανικιούρ αποτελείται από την τοποθέτηση και τον σχηματισμό της.;;;;wiktionary_fr;Πεντικιούρ
el;ραδιόφωνο;Το Ραδιόφωνο δεν είναι το «υπεύθυνο για την κατάσταση της κοινωνίας μέσο» (όπως παρουσιάζεται η τηλεόραση), αλλά χαρακτηρίζεται από την ένταση του λόγου και της μουσικής που μεταδίδει, της αμεσότητας, αλλά και της υποβολής.;;;;wiktionary_en;Ραδιόφωνο
el;ρεφρέν;Ρεφρέν Des bords de l'Océan au cœur de la forêt, Demeurons vigilants, sans faiblesse et sans haine!;;;;wiktionary_fr;La Concorde
el;Αβερόν;Γεωγραφία Ο νομός Αβερόν  ανήκει στη διοικητική περιοχή Οξιτανία.;;;;wiktionary_fr;Αβερόν (νομός)
